article,content,target
"星云大师（台湾）：“人生是一场马拉松赛跑,要耐得住、耐得长、耐得久。” 跑长路,就要过障碍,越险境；世上没有走不通的路,迈不过的坎；只要有信心,有毅力,圈子绕大点,不走直道,走弯路,用力也能到达。", ,0
"【成熟的四个标准】：1“轻视”异性,主要是指能够用一种平和、健康、冷静的心态理解和交往异性。2“否定”自己,不断地否定自己,是走向成熟的必要条件。3学会宽容,宽容不仅象征成熟,宽容更是一种境界。4重视简单,成熟的标志就是对“简单”有了新的认识和理解,不再轻视简单。", ,0
"每次读书会都有许多收获,虽然公益的事很累,但每次都学到许多新知识。轻易得不到的学习机会是要努力创造和争取的。", ,0
"散场了,但许多人未走。还在热议。每次读书会都取得好效果。欢迎下次再来啊。", ,0
#中美关系#充分的利用公关公司和律师楼协调外交关系是必要的。但不是必然的。尤其是谈判交流是中介无法替代的。, ,0
#中美关系#《让世界生活在中国的阴影之下》这本书的情况可能实现吗？, ,0
"#中美关系#关于美国参院对人民币升值的议案,目前并没有经众院表决。美国许多政要并不赞成。但许多人认为众院有可能通过。汇率变成了竞选中的政治问题。", ,0
"#中美关系#关于骆大使的中国影响？周大使做为同行,首先肯定大使要坚守本国利益。但当大使不能直接在公众场合批评所驻国的政策。", ,0
#中美关系#美国的中产阶级在分化中让更多的人变成了穷人。这是个新的变化。, ,0
"#中美关系#六零后提问什么时候中美关系会翻脸？大使说不是算命先生。最好不发生。小学妹问经济危机与中国的关系？中国不能说出了经济危机。虽然有波动,但还是增长的。美国则在几年内很难翻身。尤其是政治手段失灵。议会斗争激烈。", ,0
#中美关系#美国要加强西太平洋的投入以保护美国的利益。在亚太地区更要重视和平共处。南海问题国际化则会扩大矛盾。不利中美关系正常化。亚太地区应尊重中国的权利。, ,0
"#中美关系#中国在美投资,要做好当地政府与媒体的关系。要争取地方议员的支持。中国扣除国债类投资之外,实业投资的比重很低。", ,0
#中美关系#中国的形象宣传片在美国与小悦悦事件的关系？大使认为要分别看待。没有直接关系。, ,0
#中美关系#经济外交这个新学科在现代外交活动中很重要。大使馆中开始有了财政参赞的职务。, ,0
#中美关系#维嘉提问中美关系政策制定的机制。大使做了详细解释。美国是三权分立的决策和监督机制。总统是执行。中国由中央定政策。, ,0
#中美关系#第一个提问是针对美国企业在中国的待遇问题。, ,0
"#中美关系#周大使更关注传记,从美国官员的回忆中了解中美关系。包括基辛格关于中美关系的论述。", ,0
"#中美关系#为解决中美交往问题,美国向中国增派了100名懂中文的签证官。以解决签证难问题。", ,0
#中美关系#中国已经开始从各行各业中挑选干部参与外交工作。清朝驻美大使都是广东人。中国驻美大使大多是江苏人。如今许多是非外交专业。, ,0
"#中美关系#中美之间问题很多,但已成为你中有我,我中有你的关系。谁也离不开谁。共同利益为主,但又各有自己的利益。如商贸,价值观,第三方关系等。冷战思维并为消除。", ,0
"#中美关系#波明在讲前一段去美访问时,周大使对希拉里的提问,导致希拉里的大怒和失态。中美还在坚持各自不同的看法。", ,0
#中美关系#世界经济没有中国的参与已经是不可能的了。但中国崛起之后还会干些什么？总让世界不放心。美国更不放心。, ,0
"#中美关系#现场的报名超员了。周大使的校友们,现在就读的学生就只能坐在舞台前的地板上了。但听的很认真。", ,0
"#中美关系#美国在密切的关注中国的发展,更希望能在中美关系中下先手棋。", ,0
"#中美关系#评论奥巴马的上台,回忆基辛格对中美关系的定调。三年前G2的概念在今天已有形,何时变成G1？中国已成为,一,二次大战之间的美国？这种观点成立吗？", ,0
大使评论：很少有中国外交中象中美关系这种起浮不定的。三十年来总是时好时坏。重要的是如何保持一致性？, ,0
"读书会开场。中美外交风云。前驻美大使,现任博鳌亚洲论坛秘书长周文重和联办总干事,财讯传媒董事长王波明对论。王巍主持。", ,0
读书会的嘉宾即将出场。期待。, ,0
"一共回答了五十个问题,字数有限,不可能解释的很清楚,请谅。再见微访谈。", ,0
"谢谢各位的提问。今天时间到了,下次再见！", ,0
一会和小潘同上新浪的微访谈。打开网一看大多是和潘币有关的问题。小潘可以单独就此拍部电影了。名字叫＂我是潘币＂。, ,0
"有些事情,不是看破就可以的了。如果缺少那份容纳海阔天空的胸怀,世事洞察的聪慧,反而成了压榨生命的苦酒。看得越清也越痛苦。一个正确的心态,才可以让生命如虎添翼,抽干一切浮躁在心中的恶水,注入一股清新的泉流,还一个清静的灵魂,容江海之天下。", ,0
"节目录完了结束语是潘币与任币。我提出了抗议。一虎说,这是引用网络版,与你无关。", ,0
"胡一虎说支持我的人太多,要在对面增加人手。", ,0
"农行的何教授站在我对面,一虎一席谈开工了。", ,0
一虎一席谈录制要开始了。讨论银行对首套个贷提高利率的抢劫问题。, ,0
"刚开完支部会,又一名年轻人转为了正式党员。公司中有越来越多的年轻人在申请和加入党的组织。追求理想的力量是巨大的。", ,0
"人生的路上,都在奔跑,总在赶超一些人,也总在被一些人超越。人生的要义,一是欣赏沿途的风景,二是抵达遥远的终点。人生的秘诀,就在于寻找一种最适合自己的速度,莫因疾进而不堪重荷,莫因迟缓而空耗生命。人生的快乐,就是走自己的路,看自己的景,超越他人不得意,他人超越不失志。", ,0
"丘吉尔（英国）《下院演讲词》：“就人性来说,惟一的向导,就是人的良心。” 人类区别于其它动物的不同之处,是有理性思维,也可说是有良知；如果人群连良心本性都伤失了,什么富有、文明、文化都将黯然失色,毫无意义；善良的美德是文明之基,人性之本.人道的总汇。", ,0
"幸福就像香水,不是泼在别人身上,而是洒在自己身上。 拉尔夫肺侄喾爱默生  这是我最喜欢的一条秘诀。让自己幸福的第一秘方是让别人幸福。越是助人为乐就越快乐。幸福不是来自于自私而是无私。一分耕耘一分收获。", ,0
"欣赏是一种精神,是一种情高趣雅的精神。蚂蚁有蚂蚁的生活,大像有大像的情调,仙鹤有仙鹤的风姿。懂得欣赏,你便懂得生活的真谛；懂得欣赏,你便拥有别人所没有的情调；懂得欣赏,你也便拥有迷人的风姿。", ,0
"幸福的人懂得怎样控制自己的思想。他们不会让消极的情绪控制自己。当一个情况看起来可能对某人不利的时候,幸福的人会从积极的方面来考虑。他们坚信再糟糕的情况里也有积极可取的地方。你的精神世界可以成就你也可以毁灭你,所以要好好保护它。", ,0
"人生九点需牢记：1、知人不必言尽,留些口德；2、责人不必苛尽,留些肚量；3、才能不必傲尽,留些内涵；4、锋芒不必露尽,留些深敛；5、有功不必邀尽,留些谦让；6、得理不必争尽,留些宽容；7、得宠不必恃尽,留些后路；8、气势不必倚尽,留些厚道；9、富贵不必享尽,留些福泽。", ,0
《可贵之歌》:人见多了方知缘分可贵;事做多了方知学习可贵;挫折多了方知心态可贵;成功多了方知勇气可贵;矛盾多了方知胸怀可贵;委屈多了方知修炼可贵;恭维多了方知真诚可贵…名利多了方知淡定可贵；应酬多了方知宁静可贵；岁数大了方知童年可贵；, ,0
"信任是人际关系中的一项资产,人们就此彼此承担着失败和背叛的风险。当一个社会缺少相互之间的信任时交易成本就不断上升,当一个政府无法赢得信任时,就没有同心同得的基础了。", ,0
"【经典】1、心灵有家生命才有路。2、漂泊不等于自由。3、创伤是成熟的捷径。4、漂泊不定的灵魂最需要热量。5、人在孤独时最能找到真实的自己。6、弱中有强,退就是进。7、深水缓流,浅水急瀑。8、柔弱有时是一种适宜的生存法则。9、生活简单就迷人,人心简单就幸福。10、学会简单其实不简单。", ,0
"（唐）吴兢《贞观政要纺哨伞罚骸爸谌酥ㄎǎ蝗缫皇恐腾獭！ 可用之言,必出于真,源于实；不扩大,不缩小；不掩饰,不愠斥；求真务实,行有依,动有据。", ,0
"人生有很多事,需要忍；人生有很多欲,需要忍；人生有很多情,需要忍；人生有很多苦,需要忍；人生有许多痛,需要忍；人生有很多话,需要忍。人生有很多气,需要忍。忍是一种眼光,忍是一种胸怀,忍是一种领悟,忍是一种人生的技巧,忍是一种规则的智慧。", ,0
1、最难留住的：光阴；2、难把握的：机遇；3、最难做好的：细节；4、最难处理的：关系；5、最难改变的：习惯；6、最难得到的：人心；7、最难分配的：利益；8、最难控制的：情绪；9、最难战胜的：自己；10、最难找到的：知音；11、最难抵挡的：诱惑；12、最难提高的：素质。, ,0
"失败是常有的,成功是偶然的；付出是应该的,得到是暂时的；幸福是相对的,痛苦是经常的；生命是倒计时的,日子是往前看的；未来是说不清的,生活是道不尽的；辉煌总会来的,霉头总会过去的；命是要信的,运是要开的；人生是需要悟的,生命是需要爱的。", ,0
"世上本无移山之术,惟一能移山的方法就是：山不过来,我就过去。人生最聪明的态度就是：改变可以改变的一切,适应不能改变的一切！命运把人抛入最低谷时,往往是人生转折的最佳期。谁能积累能量,谁就能获得回报；谁若自怨自艾,必会坐失良机！", ,0
"证严上人（台湾）云：“能指引正路,是良师；能同行正道,是益友。” 人生路上,可拜尊师无数；引领正路,并同道行进,当是知遇恩师。人生 各段,朋友众多；能同心 同行,真诚相通,成终身 知交者,难能珍贵。", ,0
"(2/2),居上则览风光,居下则悟无常,不上不下则修耐心。”于是他变得坚强,喜乐一生。(能见自心,方乐于事。祝心事无碍！)", ,0
"(1/2)每周一禅：雨后,蜘蛛爬向残破的网,墙滑,只见它不断跌下。三个赶考秀才见了,各有所悟。一人想：“高处危低处安,何必攀爬。”他放弃追求,却不甘平淡,愧怨一生。一人想：“可等太阳出来再爬,机缘重要。”他从此顺其自然,平和一生。一人想：“人生之旅,只要是自觉选择,上上下下都是乐", ,0
"1、忍耐：不是胆怯懦弱；2、放弃,除了生命没有什么不能割舍；3、压力：想开了就是天堂；4、豁达：生命本身就是幸福；5、执着：在枯叶调零时等待春天；6、放纵：驾驭自己是一生功课；7、感恩：懂得回报可贵的品格；8.释怀：将心事交给清风。 祝你愉快!", ,0
"把昨天的烦恼交给风,让今天的感动化作笑容,给忙碌的心情放个假,将疲惫的身体放松。等待明天的阳光升起,有个充沛的精神。", ,0
"天天喊调控房价,为啥政府从来不从土地供给,土地价格和税收减负上下点功夫呢？不从提高民众收入和减免个人购房税费,提高民众的购房可支付能力上下点功夫呢？政府到底是真想解决民众的住房,还是仅把房地产市场做为平衡经济增长与民众情绪的工具呢？", ,0
"＂吾尝见友朋中牢骚太甚者,其后必多抑塞。盖无故而怨天,则天必不许；无故而尤人,则人必不服。＂曾国藩,咸丰元年。", ,0
